area_type,availability,location,size,society,total_sqft,bath,balcony,price,bath_balcony_ratio,property_type
Built-up  Area,Ready To Move,Shikaripalya,3 BHK,Maenara,1350,3,1,60,3,Flat+
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3,2,160,1.5,Flat++
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2,2,185,1,Flat++
Super built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,SrentAp,1200,2,0,42,inf,Flat++
Built-up  Area,Ready To Move,Hennur Bande,2 BHK,Matrai ,1100,2,1,78,2,Flat+
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,DSapete,1140,2,2,46,1,Flat+
Super built-up  Area,19-Aug,Hormavu,3 BHK,DSapete,1469 - 1766,3,0,73.595,inf,Flat++
Super built-up  Area,Ready To Move,Gottigere,2 BHK,MBireap,1410,2,2,45,1,Flat++
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1434,2,1,67.39,2,Flat++
Plot  Area,Ready To Move,"ravindra nagar, T.dasarahalli peenya",2 Bedroom,Dhalsh ,1180,2,2,74,1,Plot
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2,2,42,1,Flat++
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,Ste 2al,1343,2,2,86,1,Flat++
Built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,Proodt ,1184,2,1,69,2,Flat+
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,2246,3,0,300,inf,Flat++
Built-up  Area,Ready To Move,Rajankunte,3 Bedroom,Pridsi ,4510,4,3,200,1.33,Flat+
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,2,1,59,2,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3785,5,2,280,2.5,Flat++
Super built-up  Area,Ready To Move,1st Block BEL Layout,3 BHK,JRrnauv,1540,3,2,85,1.5,Flat++
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3,3,65.11,1,Flat++
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1345,2,1,57,2,Flat++
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,975,2,2,45,1,Flat++
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2,2,46,1,Flat++
Super built-up  Area,18-Aug,JP Nagar,2 BHK,DSvvyx ,1152,2,1,34.56,2,Flat++
Built-up  Area,Ready To Move,Old Airport Road,4 Bedroom,PriumMi,3200,4,2,700,2,Flat+
Super built-up  Area,19-Dec,Kodathi,3 BHK,PriumMi,1033,2,2,31.5,1,Flat++
Super built-up  Area,Ready To Move,Richards Town,3 BHK,PriumMi,1800,3,0,230,inf,Flat++
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Alestrb,1102,2,2,53.67,1,Flat++
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Alestrb,1223,2,2,42.81,1,Flat++
Super built-up  Area,18-Mar,Kadugodi,3 BHK,Alestrb,1762,3,3,112,1,Flat++
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Mameser,560,2,1,16.6,2,Flat+
Built-up  Area,Ready To Move,KR Puram,6 Bedroom,DSgmax ,2000,6,0,85,inf,Flat+
Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1410,2,2,38,1,Flat++
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,1853,3,1,64.86,3,Flat++
Super built-up  Area,Ready To Move,Kothanur,2 BHK,Prersis,1455,2,1,69,2,Flat++
Super built-up  Area,18-Jan,Hebbal,2 BHK,Prersis,1138,2,1,110,2,Flat++
Built-up  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Adntsra,2556,3,2,169,1.5,Flat+
Super built-up  Area,18-May,TC Palaya,3 BHK,Soitya ,1200,2,0,66.5,inf,Flat++
Super built-up  Area,Ready To Move,Anantapura,2 BHK,Soitya ,1200,2,2,37,1,Flat++
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,204Sq. Meter,4,2,185,2,Flat++
Plot  Area,19-Jan,Anekal,2 Bedroom,VaiteEx,1200,1,1,36,1,Plot
Super built-up  Area,19-Jun,Whitefield,3 BHK,VaiteEx,1870,3,2,138,1.5,Flat++
Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1199,2,1,86,2,Flat++
Plot  Area,Ready To Move,Prakruthi Township,6 Bedroom,Dieldli,800,8,2,150,4,Plot
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,Dieldli,1360,2,2,54.4,1,Flat++
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,Dieldli,1230,3,3,53,1,Flat++
Super built-up  Area,Ready To Move,Hosahalli Extension,3 BHK,Dieldli,2000,3,2,120,1.5,Flat++
Plot  Area,Ready To Move,Kasturi Nagar,4 Bedroom,Dieldli,1200,4,2,250,2,Plot
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2,1,83,2,Flat++
Plot  Area,18-Mar,Electronic City Phase II,4 Bedroom,V6estde,6000,4,1,260,4,Plot
Plot  Area,18-Feb,Ramamurthy Nagar,2 Bedroom,V6estde,1200,2,1,76,2,Plot
Super built-up  Area,18-Jan,Kengeri Satellite Town,2 BHK,V6estde,1255 - 1350,2,0,44.285,inf,Flat++
Super built-up  Area,Ready To Move,Kengeri,2 BHK,HRaniIb,725,2,1,30,2,Flat++
Super built-up  Area,Ready To Move,Jakkur,3 BHK,HRaniIb,1645,3,1,100,3,Flat++
Built-up  Area,Ready To Move,Sultan Palaya,2 BHK,PuendWe,870,2,1,65,2,Flat+
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,PuendWe,1026,2,1,49.95,2,Flat++
Built-up  Area,18-Jul,Bennigana Halli,3 BHK,PuendWe,2000,3,1,145,3,Flat+
Super built-up  Area,Ready To Move,Cooke Town,2 BHK,PuendWe,1710,2,2,200,1,Flat++
Super built-up  Area,18-Apr,Hosur Road,3 BHK,PuendWe,1766,3,1,130,3,Flat++
Super built-up  Area,Ready To Move,Makali,1 BHK,DLhtsen,500,1,1,15,1,Flat++
Built-up  Area,18-Apr,JP Nagar,2 BHK,DLhtsen,1100,1,1,15,1,Flat+
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1221,3,3,52,1,Flat++
Super built-up  Area,Ready To Move,Rachenahalli,1 BHK,Adeatlm,680,1,1,46,1,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1278,2,2,90,1,Flat++
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,PentyVB,1025,2,2,66,1,Flat++
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1175,2,1,39,2,Flat++
Super built-up  Area,19-Jul,Sarjapur  Road,2 BHK,Sasta S,870 - 1080,2,0,28.275,inf,Flat++
Built-up  Area,Ready To Move,6th Phase JP Nagar,1 Bedroom,SNityVe,600,1,1,75,1,Flat+
Super built-up  Area,Ready To Move,Seethappa Layout,2 BHK,SNityVe,850,2,1,42,2,Flat++
Super built-up  Area,Ready To Move,Anjanapura,2 BHK,SNityVe,710,2,0,25,inf,Flat++
Built-up  Area,18-Dec,Huskur,2 BHK,SNityVe,1165,2,1,33.64,2,Flat+
Super built-up  Area,18-Apr,Sarjapur,1 BHK,SNityVe,625,1,1,19,1,Flat++
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Patri M,1340,3,1,66,3,Flat++
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Patri M,937,2,1,35,2,Flat++
Plot  Area,Ready To Move,Lakkasandra,7 Bedroom,Brine J,1500,6,0,210,inf,Plot
Super built-up  Area,Ready To Move,JP Nagar,1 BHK,Brine J,750,1,1,52.5,1,Flat++
Built-up  Area,Ready To Move,Judicial Layout,5 Bedroom,Koillph,45Sq. Yards,6,3,400,2,Flat+
Built-up  Area,Ready To Move,Shampura,3 BHK,Koillph,1475,3,3,78,1,Flat+
Plot  Area,Ready To Move,Singapura Village,4 Bedroom,SrageGl,2230,4,1,130,4,Plot
Plot  Area,Ready To Move,Jnanabharathi Layout,4 Bedroom,SrageGl,2200,5,1,100,5,Plot
Plot  Area,Ready To Move,Mysore Road,2 Bedroom,SrageGl,900,2,0,65,inf,Plot
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,MJtroty,1116,2,2,37,1,Flat++
Built-up  Area,Ready To Move,Hoodi,2 BHK,Pride S,948,2,1,75,2,Flat+
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Pride S,970,2,1,55,2,Flat++
Super built-up  Area,Ready To Move,Akshayanagara East,3 BHK,Pride S,1519,3,2,67.23,1.5,Flat++
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pride S,1200,2,1,65,2,Flat++
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Pride S,1760,3,2,127,1.5,Flat++
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4400,5,3,525,1.67,Plot
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1914,3,3,179,1,Flat++
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3,2,85.5,1.5,Flat++
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3,2,93,1.5,Flat++
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Rahidhi,1565,3,2,78,1.5,Flat+
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Nihtsur,1334,2,3,42.69,0.67,Flat++
Super built-up  Area,19-Mar,Sarakki Nagar,2 BHK,DLhtsan,924,2,2,76.23,1,Flat++
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914,2,2,49,1,Flat++
Built-up  Area,Ready To Move,Kengeri,1 BHK,Miitat ,500,1,1,17,1,Flat+
Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,2145,3,3,125,1,Flat++
Plot  Area,Ready To Move,Yelahanka,5 Bedroom,PueraRi,1200,5,2,162,2.5,Plot
Built-up  Area,18-Apr,Electronic City,3 BHK,PueraRi,1650,3,2,100,1.5,Flat+
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3940,4,3,220,1.33,Flat++
Built-up  Area,18-Dec,Electronic City,2 BHK,Rilor C,1020,2,1,29.45,2,Flat+
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,Rilor C,1180,2,3,58,0.67,Flat+
Super built-up  Area,Ready To Move,Ulsoor,2 BHK,Rilor C,1255,2,3,120,0.67,Flat++
Super built-up  Area,20-Jul,Langford Gardens,3 BHK,Soond R,2777.29,5,2,650,2.5,Flat++
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Heatee ,1014,2,1,35,2,Flat++
Built-up  Area,Ready To Move,Shampura,4 Bedroom,Inenshe,920,2,0,90,inf,Flat+
Super built-up  Area,Ready To Move,Attibele,2 BHK,Inenshe,695,1,1,25,1,Flat++
Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2273,4,3,220,1.33,Plot
Super built-up  Area,18-Mar,GM Palaya,2 BHK,SSthamh,1140,2,2,48.95,1,Flat++
Built-up  Area,Ready To Move,Giri Nagar,6 Bedroom,SSthamh,3000,4,1,375,4,Flat+
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2,2,41,1,Flat++
Super built-up  Area,20-Aug,Begur Road,4 BHK,Pruthg ,2400,4,2,152,2,Flat++
Super built-up  Area,Ready To Move,Attibele,2 BHK,Inenshe,850,1,1,25,1,Flat++
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Koestpt,1200,2,1,60,2,Flat++
Built-up  Area,18-Dec,"Bellandur, ",4 BHK,Keers S,3160,4,3,206,1.33,Flat+
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3,3,96.87,1,Flat++
Plot  Area,Ready To Move,Jigani,4 Bedroom,Ceeury ,133.3Sq. Yards,3,2,160,1.5,Plot
Carpet  Area,18-Dec,Bhoganhalli,4 BHK,Rosha I,1554.3,4,1,131,4,Flat
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Shbhi S,1243,2,2,46,1,Flat++
Plot  Area,18-Apr,2nd Block Jayanagar,4 Bedroom,Shbhi S,4920,5,2,1150,2.5,Plot
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,Shbhi S,905,2,1,40,2,Flat++
Built-up  Area,Ready To Move,Kothanur,1 Bedroom,Palanla,627,1,1,30,1,Flat+
Built-up  Area,18-Mar,Domlur,3 BHK,Palanla,2180,3,2,285,1.5,Flat+
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Palanla,2400,3,2,260,1.5,Flat++
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Palanla,1435,3,1,73,3,Flat++
Super built-up  Area,22-May,Jakkur,4 BHK,SoineC ,3405.1,6,3,400,2,Flat++
Built-up  Area,Ready To Move,Kodihalli,3 BHK,KAMESRI,1620,3,2,130,1.5,Flat+
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GMown E,1862,3,2,125,1.5,Flat++
Super built-up  Area,19-Nov,Kaikondrahalli,2 BHK,GMown E,674,1,1,19.9,1,Flat++
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GMown E,1220,2,1,59,2,Flat++
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,GMown E,1027,2,2,44,1,Flat++
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2,1,49,2,Flat++
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2,3,54.5,0.67,Flat++
Super built-up  Area,Ready To Move,Panathur,2 BHK,Diensso,1235,2,3,65,0.67,Flat++
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,NianaBr,1291,2,3,32,0.67,Flat++
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1498,3,2,95,1.5,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,3,2,240,1.5,Flat++
Super built-up  Area,18-Apr,Electronic City,2 BHK,CMhamai,1000,2,1,29.7,2,Flat++
Plot  Area,Ready To Move,Ejipura,2 Bedroom,CMhamai,922,2,1,70,2,Plot
Built-up  Area,Ready To Move,Victoria Layout,2 BHK,CMhamai,850,2,1,72,2,Flat+
Plot  Area,Ready To Move,New Thippasandra,3 Bedroom,CMhamai,750,3,2,155,1.5,Plot
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,CMhamai,1123,2,2,64,1,Flat++
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GRvanun,1235,2,1,75,2,Flat++
Super built-up  Area,Ready To Move,Kogilu,2 BHK,Prrry M,1250,2,1,55.55,2,Flat++
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,2403,5,1,360,5,Plot
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2,1,45.91,2,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,PuineSu,1305,2,1,99,2,Flat++
Plot  Area,Ready To Move,Attur Layout,2 Bedroom,Raard B,1200,1,0,65,inf,Plot
Plot  Area,Ready To Move,1st Block HRBR Layout,3 Bedroom,Raard B,600,3,1,90,3,Plot
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5,3,204,1.67,Flat++
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brglede,2010,3,2,125,1.5,Flat++
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,VRdelit,995,2,0,42,inf,Flat+
Built-up  Area,Ready To Move,Varthur Road,2 BHK,VRdelit,1277,2,2,59,1,Flat+
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,DLhtsnd,1236,2,2,61.33,1,Flat++
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1265,2,3,67,0.67,Flat++
Super built-up  Area,18-Apr,Kanakpura Road,1 BHK,PrarePa,525,4,3,27,1.33,Flat++
Built-up  Area,Ready To Move,Gubbalala,5 BHK,MauilTr,2570,4,3,141,1.33,Flat+
Plot  Area,Ready To Move,Hennur Road,4 Bedroom,ALtonea,2400,5,3,390,1.67,Plot
Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,ALtonea,1442,3,2,56.24,1.5,Flat++
Super built-up  Area,Ready To Move,Ardendale,2 BHK,AWharde,1224,2,2,70,1,Flat++
Super built-up  Area,Ready To Move,Bellandur,2 BHK,APusenc,1205,2,1,59,2,Flat++
Super built-up  Area,Ready To Move,Richmond Town,2 BHK,APusenc,1233,2,3,100,0.67,Flat++
Super built-up  Area,Ready To Move,5th Block Hbr Layout,2 BHK,Goty  E,1312,2,3,69,0.67,Flat++
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1449,3,2,90,1.5,Flat++
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Nisisn ,1090,2,1,54,2,Flat++
Plot  Area,Ready To Move,Kaggadasapura,5 Bedroom,Srncyya,2100,5,0,150,inf,Plot
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Srncyya,1390,2,3,62.55,0.67,Flat++
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Srncyya,1200,2,3,78,0.67,Flat++
Plot  Area,Ready To Move,Mallasandra,4 Bedroom,Vincyat,600,2,2,50,1,Plot
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Vincyat,1000,2,2,58,1,Flat++
Plot  Area,18-Oct,Devanahalli,4 Bedroom,Amais V,2400,5,2,190,2.5,Plot
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1732,3,1,85.73,3,Flat++
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1290,2,2,80,1,Flat++
Super built-up  Area,Ready To Move,Marasandra,3 BHK,Bhmesy ,1840,3,3,85,1,Flat++
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1917,4,2,100,2,Flat++
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,NaaveEn,1100,2,2,57,1,Flat+
Super built-up  Area,Ready To Move,Kudlu,3 BHK,Jaades ,1455,2,3,60,0.67,Flat++
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,4,3,208,1.33,Flat++
Plot  Area,Ready To Move,Haralur Road,5 Bedroom,Shireru,1200,5,2,255,2.5,Plot
Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,Shireru,1425,2,2,65,1,Flat++
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1655,3,1,113,3,Flat++
Super built-up  Area,18-Mar,Haralur Road,4 BHK,SNnia E,2805,5,3,160,1.67,Flat++
Built-up  Area,Ready To Move,R.T. Nagar,7 Bedroom,InllaPa,600,7,3,93,2.33,Flat+
Super built-up  Area,Ready To Move,AGS Layout,2 BHK,InllaPa,1040,2,1,46.79,2,Flat++
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,InllaPa,1126,2,1,55,2,Flat++
Plot  Area,Ready To Move,Kodichikkanahalli,6 Bedroom,InllaPa,1600,4,1,200,4,Plot
Super built-up  Area,Ready To Move,Hebbal,2 BHK,InllaPa,1250,2,1,55.55,2,Flat++
Plot  Area,Ready To Move,Yelahanka,4 Bedroom,InllaPa,1800,4,2,180,2,Plot
Plot  Area,Ready To Move,Kalkere Channasandra,2 Bedroom,VMowsea,1200,2,0,53,inf,Plot
Built-up  Area,Ready To Move,Ashirvad Colony,4 BHK,VMowsea,2050,3,1,100,3,Flat+
Super built-up  Area,Ready To Move,Whitefield,1 BHK,UKe 2nz,530,1,1,29.44,1,Flat++
Built-up  Area,19-Jun,Sarjapur,4 Bedroom,Caonand,2580 - 2591,4,0,139.5,inf,Flat+
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2,1,37,2,Flat++
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SVodsve,1490,2,2,59.6,1,Flat++
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1295,2,2,95,1,Flat++
Super built-up  Area,Ready To Move,Sompura,3 BHK,Suiseit,1275,3,1,59,3,Flat++
Super built-up  Area,Ready To Move,Doddabanahalli,2 BHK,MancyRe,800,2,2,30,1,Flat++
Super built-up  Area,Ready To Move,Devanahalli,1 BHK,MancyRe,1200,1,0,95,inf,Flat++
Super built-up  Area,Ready To Move,Bellandur,2 BHK,MancyRe,1063,2,1,58,2,Flat++
Super built-up  Area,Ready To Move,Balagere,1 BHK,Soresea,656,1,1,43,1,Flat++
Super built-up  Area,Ready To Move,Shakthi Nagar,2 BHK,Unezes ,1125,2,2,36,1,Flat++
Super built-up  Area,18-Dec,Marathahalli,2 BHK,Unezes ,881,2,1,48.06,2,Flat++
Plot  Area,Ready To Move,Nayandanahalli,9 Bedroom,Prityel,1350,8,2,200,4,Plot
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,700,1,1,32,1,Flat+
Plot  Area,Ready To Move,AGS Layout,3 Bedroom,SJerse ,1936,3,0,110,inf,Plot
Super built-up  Area,18-Dec,Hosa Road,3 BHK,SJerse ,1680,3,1,101,3,Flat++
Super built-up  Area,Ready To Move,Rayasandra,2 BHK,MJeusyl,1253,2,2,57,1,Flat++
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,3,230,1,Flat++
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,DNionfl,1082,3,2,50,1.5,Flat++
Built-up  Area,18-Dec,Electronic City,2 BHK,DNionfl,1065,2,1,30.75,2,Flat+
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,2100,4,2,145,2,Flat++
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2,1,58,2,Flat++
Super built-up  Area,16-Sep,Raja Rajeshwari Nagar,3 BHK,Sryalan,1280,3,2,57.6,1.5,Flat++
Plot  Area,18-Apr,6th block Koramangala,5 Bedroom,Sryalan,1200,5,2,300,2.5,Plot
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1125,2,1,29.25,2,Flat+
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSgmax ,1755,3,2,122,1.5,Flat++
Super built-up  Area,Ready To Move,Electronic City,2 BHK,DSgmax ,1210,2,1,54,2,Flat++
Super built-up  Area,18-Sep,Talaghattapura,2 BHK,GMown E,951,2,2,30.43,1,Flat++
Built-up  Area,18-Apr,Electronic City,3 BHK,GMown E,1500,2,1,75,2,Flat+
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Sanstya,1652.5,3,2,90,1.5,Flat++
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1381,2,2,76.18,1,Flat++
Super built-up  Area,18-Dec,Whitefield,2 BHK,BSlasin,1085,2,1,57,2,Flat++
Super built-up  Area,18-Apr,Whitefield,1 BHK,Prtates,905,1,1,50,1,Flat++
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,MItatHa,1685,3,2,95,1.5,Flat++
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ManceEl,1200,2,2,75,1,Flat++
Super built-up  Area,Ready To Move,Anandapura,2 BHK,ViensRK,1151,2,1,42.9,2,Flat++
Built-up  Area,Ready To Move,Brookefield,4 Bedroom,Goodsrb,3532,3,3,170,1,Flat+
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1665,3,2,86.91,1.5,Flat++
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800,2,1,40,2,Flat+
Built-up  Area,Ready To Move,Chamrajpet,2 Bedroom,Ahntyve,1050,2,1,162,2,Flat+
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,1030,2,2,46.5,1,Flat++
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257,2,1,71.03,2,Flat++
Super built-up  Area,18-Dec,Whitefield,3 BHK,BSlasin,1600,3,2,82,1.5,Flat++
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRlpank,1465,3,3,75,1,Flat++
Super built-up  Area,Ready To Move,Jakkur,3 BHK,HRaniIb,1650,3,2,111,1.5,Flat++
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Jainaht,1243,2,2,46,1,Flat++
Built-up  Area,Ready To Move,Yelahanka New Town,2 Bedroom,Jainaht,680,1,1,80,1,Flat+
Plot  Area,18-Aug,Whitefield,4 Bedroom,Jainaht,1230,4,2,80,2,Plot
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Jainaht,1300,2,2,82,1,Flat++
Built-up  Area,Ready To Move,KR Puram,2 BHK,Hoston ,1000,2,1,44.5,2,Flat+
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1146,2,1,53.8,2,Flat++
Super built-up  Area,Ready To Move,Hennagara,6 BHK,PrBayGa,1200,6,3,120,2,Flat++
Super built-up  Area,18-Mar,Indira Nagar,3 BHK,PrBayGa,2601,4,2,312,2,Flat++
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3,2,110,1.5,Flat++
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1255,2,2,40,1,Flat++
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Vrensn ,1130,2,2,60,1,Flat++
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1200,2,1,60,2,Flat++
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,ARineun,1040,2,1,37,2,Flat+
Plot  Area,Ready To Move,TC Palaya,8 Bedroom,Shony S,1500,8,2,150,4,Plot
Plot  Area,Ready To Move,Byrathi Village,4 Bedroom,Shony S,906,3,2,55,1.5,Plot
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2,1,41.3,2,Flat++
Plot  Area,Ready To Move,Ullal Uppanagar,7 Bedroom,MJinele,1200,7,2,169,3.5,Plot
Plot  Area,Ready To Move,Govindpura,6 Bedroom,MJinele,850,7,2,100,3.5,Plot
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MJinele,1200,2,3,47,0.67,Flat++
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1374,3,2,51,1.5,Flat+
Super built-up  Area,Ready To Move,Vidyaranyapura,9 BHK,Goted U,4700,10,3,130,3.33,Flat++
Super built-up  Area,19-Dec,Whitefield,1 BHK,Goted U,613 - 648,1,0,32.15,inf,Flat++
Plot  Area,Ready To Move, south,3 Bedroom,Tahtsla,2400,2,0,480,inf,Plot
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Tahtsla,1027,2,2,44,1,Flat++
Plot  Area,Ready To Move,Ittamadu,5 Bedroom,Tahtsla,1200,4,2,130,2,Plot
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2384,4,2,165,2,Flat++
Super built-up  Area,19-Aug,Electronic City,3 BHK,Neite T,1033,2,2,28.41,1,Flat++
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Neite T,1200,2,1,54,2,Flat++
Built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,2017,3,2,105,1.5,Flat+
Plot  Area,Ready To Move,Rainbow Drive,3 Bedroom,Prtates,1500,3,2,138,1.5,Plot
Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,Prtates,700,2,0,43,inf,Flat++
Plot  Area,Ready To Move,Shampura,6 Bedroom,Prtates,1150,6,2,75,3,Plot
